year,Country,GDPPC_I,FC,FR
2001,"Netherlands",40137.98,116,1.40
2002,"Netherlands",39869.2,89,1.05
2003,"Netherlands",39787.02,108,1.27
2004,"Netherlands",40385.42,93,1.09
2005,"Netherlands",41198.7,73,0.85
2006,"Netherlands",42704.38,84,0.97
2007,"Netherlands",44401.3,86,0.98
2008,"Netherlands",45147.83,92,1.03
2009,"Netherlands",43434.86,81,0.90
2010,"Netherlands",43675.24,81,0.92
2011,"Netherlands",44195.21,49,0.55
2012,"Netherlands",43333.75,82,0.91
2013,"Netherlands",42892.71,78,0.87
1989,"New Caledonia",,3,3.92
1990,"New Caledonia",,3,3.74
1991,"New Caledonia",,3,3.75
1992,"New Caledonia",,3,3.82
1993,"New Caledonia",,3,3.80
1994,"New Caledonia",,3,3.74
1995,"New Caledonia",,3,3.67
1996,"New Caledonia",,3,3.76
1997,"New Caledonia",,3,3.66
1998,"New Caledonia",,3,3.63
1999,"New Caledonia",,3,3.28
2000,"New Caledonia",,3,3.33
2001,"New Caledonia",,3,3.40
2002,"New Caledonia",,3,3.37
2003,"New Caledonia",,3,3.33
2004,"New Caledonia",,3,3.20
2005,"New Caledonia",,3,3.25
2006,"New Caledonia",,3,3.11
2007,"New Caledonia",,3,2.95
2008,"New Caledonia",,3,2.94
2009,"New Caledonia",,3,3.01
2010,"New Caledonia",,3,2.84
2011,"New Caledonia",,3,2.78
2012,"New Caledonia",,3,2.75
2013,"New Caledonia",,3,2.70
1989,"New Zealand",20957.13,65,4.06
1990,"New Zealand",20810.19,64,3.96
1991,"New Zealand",19507.25,67,3.92
1992,"New Zealand",19507.16,69,4.00
1993,"New Zealand",20519.7,77,4.45
1994,"New Zealand",21343.21,85,4.79
1995,"New Zealand",21959.9,87,4.79
1996,"New Zealand",22366.73,99,5.29
1997,"New Zealand",22794.55,59,3.12
1998,"New Zealand",22868.15,68,3.59
1999,"New Zealand",23956.01,41,2.15
2000,"New Zealand",24361.91,62,3.21
2001,"New Zealand",25095.02,74,3.76
2002,"New Zealand",25901.96,82,4.04
2003,"New Zealand",26433.68,90,4.34
2004,"New Zealand",26967.96,84,3.95
2005,"New Zealand",27526.42,109,4.99
2006,"New Zealand",27702.13,98,4.38
2007,"New Zealand",28417.43,86,3.79
2008,"New Zealand",27650.87,90,3.92
2009,"New Zealand",27979.62,91,3.94
2010,"New Zealand",27851.41,92,3.92
2011,"New Zealand",28283.5,91,3.81
2012,"New Zealand",28840.46,97,4.05
2013,"New Zealand",29334.42,94,3.90
1989,"Nicaragua",959.6484,154,12.07
1990,"Nicaragua",937.4,153,11.68
1991,"Nicaragua",913.6711,154,11.44
1992,"Nicaragua",894.9799,152,10.91
1993,"Nicaragua",869.8347,153,10.68
1994,"Nicaragua",877.8098,153,10.32
1995,"Nicaragua",909.2866,163,10.68
1996,"Nicaragua",947.2198,177,11.21
1997,"Nicaragua",965.9792,175,10.69
1998,"Nicaragua",983.9674,177,10.43
1999,"Nicaragua",1035.63,167,9.56
2000,"Nicaragua",1061.233,177,9.80
2001,"Nicaragua",1076.662,174,9.36
2002,"Nicaragua",1069.921,177,9.23
2003,"Nicaragua",1082.596,177,8.98
2004,"Nicaragua",1125.623,184,9.05
2005,"Nicaragua",1158.997,192,9.16
2006,"Nicaragua",1191.889,196,9.10
2007,"Nicaragua",1239.079,204,9.24
2008,"Nicaragua",1258.124,204,9.01
2009,"Nicaragua",1207.36,210,9.01
2010,"Nicaragua",1230.334,226,9.45
2011,"Nicaragua",1282.094,248,10.10
2012,"Nicaragua",1326.156,245,9.71
2013,"Nicaragua",1366.996,245,9.47
1989,"Niger",316.3496,362,16.32
1990,"Niger",302.8516,391,17.05
1991,"Niger",300.7336,462,19.31
1992,"Niger",272.0876,475,19.05
1993,"Niger",266.912,492,18.88
1994,"Niger",268.2252,556,20.42
1995,"Niger",265.7481,571,20.02
1996,"Niger",265.2139,573,19.17
1997,"Niger",262.8336,599,19.12
1998,"Niger",279.8236,713,21.72
1999,"Niger",268.2424,699,20.38
2000,"Niger",254.9908,664,18.50
2001,"Niger",263.362,744,19.91
2002,"Niger",261.5998,763,19.63
2003,"Niger",265.6468,794,19.67
2004,"Niger",256.3953,431,10.30
2005,"Niger",258.2818,524,12.08
2006,"Niger",263.356,1000,22.29
2007,"Niger",261.7395,965,20.80
2008,"Niger",276.3128,1072,22.32
2009,"Niger",264.2136,972,19.51
2010,"Niger",275.683,1062,20.59
2011,"Niger",271.5031,1008,18.84
2012,"Niger",290.1364,1024,18.45
2013,"Niger",290.6255,981,17.03
1989,"Nigeria",536.9417,4126,14.12
1990,"Nigeria",590.0519,4131,13.75
1991,"Nigeria",571.6511,4192,13.60
1992,"Nigeria",559.8226,3703,11.68
1993,"Nigeria",557.3815,4888,15.00
1994,"Nigeria",548.5814,6078,18.17
1995,"Nigeria",533.4169,4802,13.98
1996,"Nigeria",546.2431,4744,13.46
1997,"Nigeria",547.6899,5427,15.00
1998,"Nigeria",548.6618,6771,18.27
1999,"Nigeria",537.6261,6059,15.95
2000,"Nigeria",552.1869,4373,11.25
2001,"Nigeria",562.2306,5956,15.01
2002,"Nigeria",568.9709,10244,25.26
2003,"Nigeria",612.1304,8428,20.41
2004,"Nigeria",797.8757,6368,15.12
2005,"Nigeria",804.1523,6208,14.35
2006,"Nigeria",847.5391,6256,14.06
2007,"Nigeria",881.5914,6603,14.44
2008,"Nigeria",911.9575,6807,14.46
2009,"Nigeria",949.0064,8209,16.97
2010,"Nigeria",995.6802,5663,11.39
2011,"Nigeria",1015.815,5484,10.71
2012,"Nigeria",1030.168,5614,10.66
2013,"Nigeria",1055.837,5608,10.35
1989,"Northern Mariana Islands",,1,3.92
1990,"Northern Mariana Islands",,1,3.74
1991,"Northern Mariana Islands",,1,3.75
1992,"Northern Mariana Islands",,1,3.82
1993,"Northern Mariana Islands",,1,3.80
1994,"Northern Mariana Islands",,1,3.74
1995,"Northern Mariana Islands",,1,3.67
1996,"Northern Mariana Islands",,1,3.76
1997,"Northern Mariana Islands",,1,3.66
1998,"Northern Mariana Islands",,1,3.63
1999,"Northern Mariana Islands",,1,3.28
2000,"Northern Mariana Islands",,1,3.33
2001,"Northern Mariana Islands",,1,3.40
2002,"Northern Mariana Islands",,1,3.37
2003,"Northern Mariana Islands",,1,3.33
2004,"Northern Mariana Islands",,1,3.20
2005,"Northern Mariana Islands",,1,3.25
2006,"Northern Mariana Islands",,1,3.11
2007,"Northern Mariana Islands",,1,2.95
2008,"Northern Mariana Islands",,1,2.94
2009,"Northern Mariana Islands",,1,3.01
2010,"Northern Mariana Islands",,1,2.84
2011,"Northern Mariana Islands",,1,2.78
2012,"Northern Mariana Islands",,1,2.75
2013,"Northern Mariana Islands",,1,2.70
1989,"Norway",43995.97,66,3.06
1990,"Norway",44689.63,62,2.86
1991,"Norway",45858.41,58,2.70
1992,"Norway",47200.85,65,3.03
1993,"Norway",48228.22,61,2.85
1994,"Norway",50376.77,42,1.94
1995,"Norway",52213.96,60,2.73
1996,"Norway",54599.29,53,2.35
1997,"Norway",57232.46,64,2.77
1998,"Norway",58418.99,64,2.73
1999,"Norway",59195.7,58,2.46
2000,"Norway",60726.25,57,2.40
2001,"Norway",61622.14,37,1.55
2002,"Norway",62211.32,39,1.62
2003,"Norway",62454.15,49,2.05
2004,"Norway",64545.43,38,1.58
2005,"Norway",65767.02,48,1.98
2006,"Norway",66739.18,31,1.26
2007,"Norway",67804.55,38,1.51
2008,"Norway",67010,51,1.97
2009,"Norway",65088.39,39,1.51
2010,"Norway",64589.98,37,1.42
2011,"Norway",64612.65,37,1.40
2012,"Norway",65616.5,37,1.37
2013,"Norway",65240.15,35,1.29
1989,"Oman",10891.09,22,4.26
1990,"Oman",10473.36,23,4.14
1991,"Oman",10667.9,25,4.19
1992,"Oman",11091.53,26,4.12
1993,"Oman",11311.06,29,4.14
1994,"Oman",11385.51,31,4.16
1995,"Oman",11702.79,32,4.15
1996,"Oman",11940.66,32,4.06
1997,"Oman",12651.07,31,4.02
1998,"Oman",13024.76,32,4.11
1999,"Oman",13001.6,31,4.01
2000,"Oman",13577.31,29,3.77
2001,"Oman",13891.36,29,3.79
2002,"Oman",13325.54,31,3.84
2003,"Oman",12531.72,32,3.90
2004,"Oman",12307.89,34,3.87
2005,"Oman",12322.73,34,3.75
2006,"Oman",12819.13,35,3.68
2007,"Oman",13312.64,36,3.67
2008,"Oman",14272.14,36,3.50
2009,"Oman",14748.16,39,3.58
2010,"Oman",14686.94,43,3.53
2011,"Oman",13728.25,49,3.51
2012,"Oman",13252.29,57,3.56
2013,"Oman",13411.45,65,3.57
1989,"Pakistan",517.546,3853,12.62
1990,"Pakistan",524.9245,3859,12.17
1991,"Pakistan",536.3423,3927,12.08
1992,"Pakistan",562.5908,4113,12.32
1993,"Pakistan",557.9919,3996,11.79
1994,"Pakistan",564.2442,4222,12.03
1995,"Pakistan",577.1055,4340,12.28
1996,"Pakistan",589.2879,4418,12.00
1997,"Pakistan",579.6093,4826,12.52
1998,"Pakistan",579.0398,5072,12.77
1999,"Pakistan",585.541,5233,12.65
2000,"Pakistan",596.6843,5245,12.21
2001,"Pakistan",595.9789,5061,11.47
2002,"Pakistan",603.5382,5082,11.20
2003,"Pakistan",621.4691,5276,11.20
2004,"Pakistan",655.5154,5224,10.66
2005,"Pakistan",693.1767,5346,10.41
2006,"Pakistan",722.5759,6004,11.15
2007,"Pakistan",743.5298,6130,11.16
2008,"Pakistan",742.2357,6274,11.14
2009,"Pakistan",749.406,6719,11.51
2010,"Pakistan",748.0105,7030,11.65
2011,"Pakistan",755.4063,7637,12.31
2012,"Pakistan",768.8333,7456,11.69
2013,"Pakistan",789.5847,7831,11.94
1989,"Palau",10421.24,1,8.70
1990,"Palau",10706.43,1,8.42
1991,"Palau",10546.03,1,8.40
1992,"Palau",9608.378,1,8.08
1993,"Palau",8194.033,0,6.51
1994,"Palau",8551.53,0,5.98
1995,"Palau",9236.322,0,5.42
1996,"Palau",9943.348,0,5.02
1997,"Palau",9931.817,0,4.87
1998,"Palau",9911.148,0,4.81
1999,"Palau",9200.134,0,5.07
2000,"Palau",9216.728,0,5.11
2001,"Palau",9295.394,0,4.97
2002,"Palau",9660.083,0,4.86
2003,"Palau",9612.971,0,4.92
2004,"Palau",10334.63,0,4.88
2005,"Palau",10359.8,0,4.92
2006,"Palau",10149.87,0,5.07
2007,"Palau",10283.1,0,5.01
2008,"Palau",9661.836,0,5.17
2009,"Palau",8573.9,0,5.28
2010,"Palau",8802.326,0,5.22
2011,"Palau",9210.202,0,5.23
2012,"Palau",9665.559,0,5.20
2013,"Palau",9558.056,0,5.14
1989,"Panama",2903.725,65,7.04
1990,"Panama",3073.499,66,6.94
1991,"Panama",3293.638,65,6.75
1992,"Panama",3490.936,66,6.53
1993,"Panama",3606.531,68,6.43
1994,"Panama",3633.921,70,6.40
1995,"Panama",3622.228,73,6.40
1996,"Panama",3647.925,73,6.25
1997,"Panama",3804.192,75,6.22
1998,"Panama",4000.206,78,6.23
1999,"Panama",4072.776,78,6.10
2000,"Panama",4099.658,81,6.17
2001,"Panama",4041.705,85,6.32
2002,"Panama",4051.14,87,6.30
2003,"Panama",4140.297,90,6.31
2004,"Panama",4367.465,93,6.31
2005,"Panama",4594.482,92,6.09
2006,"Panama",4895.274,91,5.96
2007,"Panama",5389.928,89,5.67
2008,"Panama",5779.557,89,5.45
2009,"Panama",5905.599,90,5.37
2010,"Panama",6145.335,89,5.23
2011,"Panama",6694.082,89,5.09
2012,"Panama",7259.694,89,5.04
2013,"Panama",7740.062,91,4.99
1989,"Papua New Guinea",744.1097,230,13.60
1990,"Papua New Guinea",704.263,242,13.91
1991,"Papua New Guinea",752.6907,219,12.29
1992,"Papua New Guinea",835.8882,207,11.37
1993,"Papua New Guinea",963.5254,233,12.58
1994,"Papua New Guinea",995.1211,290,15.21
1995,"Papua New Guinea",937.6412,317,16.07
1996,"Papua New Guinea",984.0532,300,14.81
1997,"Papua New Guinea",920.9387,357,16.99
1998,"Papua New Guinea",863.0162,351,16.12
1999,"Papua New Guinea",856.1482,365,16.29
2000,"Papua New Guinea",813.3286,369,15.90
2001,"Papua New Guinea",791.7729,387,16.21
2002,"Papua New Guinea",770.7813,456,18.52
2003,"Papua New Guinea",768.0531,470,18.58
2004,"Papua New Guinea",769.7006,445,17.14
2005,"Papua New Guinea",798.7311,447,16.74
2006,"Papua New Guinea",797.4564,450,16.45
2007,"Papua New Guinea",834.2101,466,16.61
2008,"Papua New Guinea",868.5534,472,16.42
2009,"Papua New Guinea",900.7275,506,17.14
2010,"Papua New Guinea",948.0603,535,17.67
2011,"Papua New Guinea",1026.167,605,19.48
2012,"Papua New Guinea",1085.321,609,19.07
2013,"Papua New Guinea",1121.287,641,19.52
1989,"Paraguay",1453.447,157,8.99
1990,"Paraguay",1474.041,154,8.54
1991,"Paraguay",1486.839,158,8.49
1992,"Paraguay",1474.666,157,8.20
1993,"Paraguay",1510.152,174,8.80
1994,"Paraguay",1553.068,191,9.36
1995,"Paraguay",1620.978,200,9.50
1996,"Paraguay",1609.659,200,9.45
1997,"Paraguay",1641.334,187,8.82
1998,"Paraguay",1607.413,180,8.49
1999,"Paraguay",1552.296,185,8.38
2000,"Paraguay",1485.217,188,8.24
2001,"Paraguay",1443.061,187,7.91
2002,"Paraguay",1414.072,192,7.90
2003,"Paraguay",1446.36,223,8.90
2004,"Paraguay",1476.213,248,9.62
2005,"Paraguay",1479.404,249,9.35
2006,"Paraguay",1522.007,253,9.24
2007,"Paraguay",1575.578,281,9.95
2008,"Paraguay",1646.017,313,10.79
2009,"Paraguay",1553.004,278,9.22
2010,"Paraguay",1725.795,312,10.41
2011,"Paraguay",1769.676,318,10.33
2012,"Paraguay",1717.887,284,8.99
2013,"Paraguay",1929.095,326,10.10
1989,"Peru",2045.645,488,6.05
1990,"Peru",1903.872,553,6.67
1991,"Peru",1907.459,552,6.65
1992,"Peru",1860.608,582,6.65
1993,"Peru",1921.511,617,6.73
1994,"Peru",2118.579,644,6.72
1995,"Peru",2234.925,666,6.60
1996,"Peru",2257.247,715,6.71
1997,"Peru",2362.35,736,6.56
1998,"Peru",2314.172,775,6.66
1999,"Peru",2311.655,801,6.62
2000,"Peru",2338.457,787,6.55
2001,"Peru",2319.691,832,6.50
2002,"Peru",2413.479,809,6.38
2003,"Peru",2482.107,793,6.33
2004,"Peru",2573.757,787,6.19
2005,"Peru",2704.002,791,6.14
2006,"Peru",2875.695,803,6.00
2007,"Peru",3087.862,860,5.93
2008,"Peru",3335.198,896,6.01
2009,"Peru",3334.238,930,6.09
2010,"Peru",3575.41,918,5.90
2011,"Peru",3760.856,940,5.92
2012,"Peru",3935.09,958,5.93
2013,"Peru",4109.596,977,5.92
1989,"Philippines",997.6628,2445,10.50
1990,"Philippines",1002.436,2450,10.24
1991,"Philippines",972.6514,2449,9.95
1992,"Philippines",953.1111,2617,10.27
1993,"Philippines",951.0327,2654,10.21
1994,"Philippines",970.3857,2763,10.34
1995,"Philippines",993.0839,2852,10.22
1996,"Philippines",1027.834,2827,9.88
1997,"Philippines",1057.42,2730,9.32
1998,"Philippines",1028.538,2450,8.09
1999,"Philippines",1037.575,2554,8.24
2000,"Philippines",1060.55,2451,7.87
2001,"Philippines",1068.592,2553,7.68
2002,"Philippines",1084.897,2565,7.66
2003,"Philippines",1116.059,2609,7.54
2004,"Philippines",1167.812,2707,7.71
2005,"Philippines",1200.938,2638,7.54
2006,"Philippines",1241.547,2637,7.47
2007,"Philippines",1301.221,2684,7.50
2008,"Philippines",1332.827,2836,7.69
2009,"Philippines",1325.903,2909,7.68
2010,"Philippines",1403.306,2917,7.45
2011,"Philippines",1430.039,3058,7.58
2012,"Philippines",1501.189,3036,7.35
2013,"Philippines",1581.408,3042,7.20
1989,"Poland",4733.895,1035,5.76
1990,"Poland",4761.105,1034,5.72
1991,"Poland",4411.412,1027,5.73
1992,"Poland",4508.51,1002,5.62
1993,"Poland",4665.166,986,5.54
1994,"Poland",4901.73,962,5.46
1995,"Poland",5235.381,935,5.37
1996,"Poland",5557.782,920,5.30
1997,"Poland",5947.728,894,5.15
1998,"Poland",6241.79,879,5.06
1999,"Poland",6524.723,854,4.96
2000,"Poland",6874.078,852,4.93
2001,"Poland",6958.851,863,4.96
2002,"Poland",7062.572,844,4.91
2003,"Poland",7319.117,835,4.85
2004,"Poland",7699.505,850,4.92
2005,"Poland",7976.116,843,4.83
2006,"Poland",8475.416,821,4.73
2007,"Poland",9090.729,820,4.73
2008,"Poland",9445.833,811,4.61
2009,"Poland",9688.08,818,4.58
2010,"Poland",10037.99,828,4.57
2011,"Poland",10420.34,839,4.56
2012,"Poland",10603.38,843,4.55
2013,"Poland",10786.24,841,4.54
1989,"Portugal",13673.94,233,4.89
1990,"Portugal",14245.15,228,4.78
1991,"Portugal",14901.71,227,4.68
1992,"Portugal",15075.78,216,4.58
1993,"Portugal",14749.69,217,4.60
1994,"Portugal",14851.98,216,4.53
1995,"Portugal",15434.53,212,4.43
1996,"Portugal",15914.27,211,4.34
1997,"Portugal",16544.64,207,4.16
1998,"Portugal",17250.03,207,4.06
1999,"Portugal",17819.66,205,3.98
2000,"Portugal",18365.05,206,3.91
2001,"Portugal",18590.37,208,3.88
2002,"Portugal",18630.97,209,3.85
2003,"Portugal",18387.76,211,3.87
2004,"Portugal",18676.16,210,3.84
2005,"Portugal",18784.48,209,3.80
2006,"Portugal",19041.84,210,3.78
2007,"Portugal",19478.09,207,3.71
2008,"Portugal",19488.79,207,3.71
2009,"Portugal",18890.37,209,3.76
2010,"Portugal",19240.21,207,3.73
2011,"Portugal",18916.52,206,3.75
2012,"Portugal",18363.66,208,3.81
2013,"Portugal",18214.52,207,3.85
1989,"Puerto Rico",14572.53,39,3.45
1990,"Puerto Rico",14799.51,39,3.40
1991,"Puerto Rico",14820.64,40,3.40
1992,"Puerto Rico",15323.04,40,3.30
1993,"Puerto Rico",15779.82,41,3.24
1994,"Puerto Rico",16256.62,40,3.18
1995,"Puerto Rico",16763.54,40,3.12
1996,"Puerto Rico",17056.16,41,3.13
1997,"Puerto Rico",17431.62,43,3.14
1998,"Puerto Rico",18500.85,41,3.01
1999,"Puerto Rico",18788.83,41,3.00
2000,"Puerto Rico",19020.33,41,3.04
2001,"Puerto Rico",20849.03,39,2.83
2002,"Puerto Rico",21191.4,39,2.77
2003,"Puerto Rico",21430.78,39,2.77
2004,"Puerto Rico",21803.7,39,2.76
2005,"Puerto Rico",21959.32,40,2.75
2006,"Puerto Rico",21856.34,40,2.76
2007,"Puerto Rico",21253.56,39,2.79
2008,"Puerto Rico",20994.06,38,2.80
2009,"Puerto Rico",20610.47,38,2.79
2010,"Puerto Rico",20175.59,36,2.81
2011,"Puerto Rico",19980.1,36,2.82
2012,"Puerto Rico",19612.54,36,2.87
2013,"Puerto Rico",19695.96,35,2.84
1989,"Qatar",36893.02,10,3.71
1990,"Qatar",37000.88,10,3.81
1991,"Qatar",36138.89,9,3.26
1992,"Qatar",35471.68,13,4.74
1993,"Qatar",35155.68,13,4.44
1994,"Qatar",34901.01,10,3.30
1995,"Qatar",35307.07,12,4.16
1996,"Qatar",36037.22,11,3.71
1997,"Qatar",45347.13,10,3.35
1998,"Qatar",48521.43,12,3.75
1999,"Qatar",48673.24,12,3.76
2000,"Qatar",50673.26,12,3.59
2001,"Qatar",51089.71,11,3.30
2002,"Qatar",53199.54,12,3.49
2003,"Qatar",52630.11,14,3.71
2004,"Qatar",57506.24,14,3.29
2005,"Qatar",54228.83,19,3.76
2006,"Qatar",58065.51,22,3.48
2007,"Qatar",57519.77,26,3.30
2008,"Qatar",57388.75,31,3.22
2009,"Qatar",55831.14,41,3.55
2010,"Qatar",58258.25,46,3.50
2011,"Qatar",60290.18,50,3.51
2012,"Qatar",59578.82,53,3.41
2013,"Qatar",59893.78,56,3.47
1989,"Romania",4053.938,878,8.43
1990,"Romania",3820.257,778,7.44
1991,"Romania",3356.475,668,6.34
1992,"Romania",3087.518,499,4.72
1993,"Romania",3138.449,522,4.84
1994,"Romania",3267.8,485,4.39
1995,"Romania",3508.863,513,4.52
1996,"Romania",3660.061,552,4.73
1997,"Romania",3446.604,628,5.23
1998,"Romania",3288.343,531,4.48
1999,"Romania",3253.987,454,3.82
2000,"Romania",3326.624,490,4.14
2001,"Romania",3564.976,456,3.96
2002,"Romania",3813.59,442,4.26
2003,"Romania",4039.181,423,4.11
2004,"Romania",4432.941,432,4.24
2005,"Romania",4651.692,531,5.36
2006,"Romania",5087.194,423,4.20
2007,"Romania",5486.083,485,4.88
2008,"Romania",6016.815,497,5.10
2009,"Romania",5654.659,412,4.27
2010,"Romania",5634.894,377,3.91
2011,"Romania",5793.425,297,3.11
2012,"Romania",5839.855,240,2.50
2013,"Romania",6067.44,223,2.33
1989,"Russian Federation",5883.527,8500,11.13
1990,"Russian Federation",5685.047,8390,10.93
1991,"Russian Federation",5386.067,8030,10.57
1992,"Russian Federation",4601.402,7660,10.22
1993,"Russian Federation",4207.309,7570,10.40
1994,"Russian Federation",3683.024,7180,10.20
1995,"Russian Federation",3535.064,7220,10.24
1996,"Russian Federation",3407.362,5380,7.72
1997,"Russian Federation",3460.781,4730,6.92
1998,"Russian Federation",3282.789,4300,6.35
1999,"Russian Federation",3503.706,4260,5.88
2000,"Russian Federation",3870.322,4400,6.04
2001,"Russian Federation",4084.685,4370,6.11
2002,"Russian Federation",4295.174,3920,5.40
2003,"Russian Federation",4632.135,3540,4.78
2004,"Russian Federation",4993.747,3290,4.41
2005,"Russian Federation",5338.412,3090,4.11
2006,"Russian Federation",5799.067,2900,3.85
2007,"Russian Federation",6310.513,2990,3.92
2008,"Russian Federation",6649.102,2550,3.33
2009,"Russian Federation",6131.12,1967,2.57
2010,"Russian Federation",6385.816,2004,2.63
2011,"Russian Federation",6631.528,1824,2.37
2012,"Russian Federation",6848.744,1820,2.37
2013,"Russian Federation",6923.493,1697,2.20
1989,"Rwanda",246.2965,649,20.09
1990,"Rwanda",240.6904,491,15.21
1991,"Rwanda",242.7484,480,15.17
1992,"Rwanda",273.8326,481,15.84
1993,"Rwanda",271.4903,467,16.12
1994,"Rwanda",143.0367,764,27.21
1995,"Rwanda",195.6271,641,22.83
1996,"Rwanda",210.6766,734,25.19
1997,"Rwanda",219.7989,752,24.15
1998,"Rwanda",215.9417,802,23.79
1999,"Rwanda",212.097,669,18.45
2000,"Rwanda",214.8938,704,18.35
2001,"Rwanda",223.808,736,18.41
2002,"Rwanda",247.6144,713,17.26
2003,"Rwanda",247.3918,808,19.04
2004,"Rwanda",260.9111,833,19.16
2005,"Rwanda",273.7661,855,19.18
2006,"Rwanda",291.8835,906,19.79
2007,"Rwanda",305.6507,808,17.16
2008,"Rwanda",329.9703,767,15.84
2009,"Rwanda",340.439,822,16.47
2010,"Rwanda",354.9823,813,15.74
2011,"Rwanda",372.2885,833,15.55
2012,"Rwanda",393.9255,896,16.11
2013,"Rwanda",401.2183,927,16.06
1989,"Saint Lucia",3654.454,4,7.58
1990,"Saint Lucia",4442.16,5,7.80
1991,"Saint Lucia",4496.716,4,7.42
1992,"Saint Lucia",4752.279,5,7.42
1993,"Saint Lucia",4818.269,4,6.80
1994,"Saint Lucia",4830.565,4,6.59
1995,"Saint Lucia",4929.055,4,6.66
1996,"Saint Lucia",5129.031,4,6.37
1997,"Saint Lucia",5080.432,4,5.97
1998,"Saint Lucia",5330.058,4,6.22
1999,"Saint Lucia",5385.162,4,5.99
2000,"Saint Lucia",5556.002,4,5.73
2001,"Saint Lucia",5292.957,4,5.58
2002,"Saint Lucia",5240.499,4,5.73
2003,"Saint Lucia",5439.776,4,5.54
2004,"Saint Lucia",5820.675,4,5.44
2005,"Saint Lucia",5655.524,4,5.27
2006,"Saint Lucia",6037.797,4,5.20
2007,"Saint Lucia",5921.604,4,5.23
2008,"Saint Lucia",6036.402,5,5.40
2009,"Saint Lucia",5989.929,5,5.37
2010,"Saint Lucia",5854.24,5,5.20
2011,"Saint Lucia",5864.968,5,5.13
2012,"Saint Lucia",5720.248,5,5.22
2013,"Saint Lucia",5651.699,5,5.26
1989,"Saint Vincent and the Grenadines",2967.982,4,8.57
1990,"Saint Vincent and the Grenadines",3105.323,4,9.87
1991,"Saint Vincent and the Grenadines",3115.696,4,9.04
1992,"Saint Vincent and the Grenadines",3344.214,4,9.21
1993,"Saint Vincent and the Grenadines",3346.505,3,7.91
1994,"Saint Vincent and the Grenadines",3245.04,3,6.98
1995,"Saint Vincent and the Grenadines",3277.76,4,7.73
1996,"Saint Vincent and the Grenadines",3323.039,3,7.35
1997,"Saint Vincent and the Grenadines",3766.848,3,6.67
1998,"Saint Vincent and the Grenadines",3964.653,3,6.79
1999,"Saint Vincent and the Grenadines",4140.983,3,6.73
2000,"Saint Vincent and the Grenadines",4105.944,3,6.43
2001,"Saint Vincent and the Grenadines",4172.568,3,6.15
2002,"Saint Vincent and the Grenadines",4429.739,3,6.16
2003,"Saint Vincent and the Grenadines",4761.439,3,5.92
2004,"Saint Vincent and the Grenadines",4949.791,3,5.80
2005,"Saint Vincent and the Grenadines",5064.218,3,5.85
2006,"Saint Vincent and the Grenadines",5444.259,3,5.77
2007,"Saint Vincent and the Grenadines",5617.307,3,5.75
2008,"Saint Vincent and the Grenadines",5703.71,3,5.85
2009,"Saint Vincent and the Grenadines",5579.334,3,5.93
2010,"Saint Vincent and the Grenadines",5388.281,3,5.97
2011,"Saint Vincent and the Grenadines",5360.371,3,6.04
2012,"Saint Vincent and the Grenadines",5422.056,3,6.00
2013,"Saint Vincent and the Grenadines",5512.279,3,6.04
1989,"Samoa",1849.878,11,18.58
1990,"Samoa",1758.707,10,17.31
1991,"Samoa",1705.606,10,17.95
1992,"Samoa",1686.825,10,17.48
1993,"Samoa",1738.782,10,16.48
1994,"Samoa",1678.718,9,16.32
1995,"Samoa",1776.31,9,15.82
1996,"Samoa",1891.404,9,14.95
1997,"Samoa",1893.458,8,14.73
1998,"Samoa",1926.203,8,14.84
1999,"Samoa",1959.474,8,14.63
2000,"Samoa",2084.776,7,13.18
2001,"Samoa",2217.353,7,12.34
2002,"Samoa",2300.245,7,13.05
2003,"Samoa",2389.431,7,13.46
2004,"Samoa",2484.324,7,13.17
2005,"Samoa",2571.277,7,12.42
